"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"Rps15",0.309745654476111,6.43363259713743,5.84876229067513,4.9911828145094e-09,0.000107235562769734,6.97110075558724,5.84746584341432
"novel_gene_NC_056024.1_5332",0.368763503339282,3.7962409963654,5.55499279212181,2.8433398606539e-08,0.000223542010439181,5.80658223774841,5.5508192285166
"novel_gene_NC_056015.1_25622",0.365434732009194,3.55359598556738,5.48088457844777,4.40317350938457e-08,0.000223542010439181,5.30440170826078,5.47386789926901
"Rpp21",0.288429884410401,2.49287891246173,5.45902998837049,4.91087053413977e-08,0.000223542010439181,5.939116549013,5.4545077069188
"LOC102913057",0.279054690556312,4.80077518086461,5.45026443977403,5.20228090386738e-08,0.000223542010439181,5.04026028919851,5.44425445938489
"novel_gene_NC_056008.1_72189",0.452272742119154,1.66935911290909,5.35018057496115,9.54217766295366e-08,0.000259030102803475,4.8987548451861,5.33523332113652
"LOC102908479",0.300764505918184,4.80470987849918,5.33655403174372,9.62306064135368e-08,0.000259030102803475,4.94708594107507,5.33370161397557
"novel_gene_NC_056015.1_40367",0.431005301249319,-0.254079580088732,5.36101880957263,9.64505851723436e-08,0.000259030102803475,5.14065623826218,5.33328718862906
"Ncapd3",-0.35031676905511,5.15452473000021,-5.30629193017656,1.12556992571491e-07,0.000268698553933165,5.08832407760981,-5.30518790057423
"novel_gene_NC_056008.1_68229",0.310425964625604,2.40596631995263,5.16784279961471,2.4682977663381e-07,0.000482992912288095,4.48360794580375,5.1600910451863
"novel_gene_NC_056012.1_9472",0.246092189723632,2.22287472640562,5.15806707999339,2.58188728361412e-07,0.000482992912288095,4.59048575382705,5.15166151291963
"novel_gene_NC_056030.1_2996",0.454167467257781,1.58366780958583,5.15591774124705,2.69765648008245e-07,0.000482992912288095,4.36221580830272,5.1434310793424
"novel_gene_NC_056016.1_364",0.412255503600437,0.406425427341706,5.115279499067,3.41312662837003e-07,0.000564084812388693,4.44750846820568,5.09907757372021
"LOC102926138",0.271149575178721,2.98052305278624,5.02717125719129,5.32224661402747e-07,0.000782784146867541,3.55443278062004,5.01431596307437
"LOC121824250",0.326411087071005,3.17063185547518,5.01400618686157,5.46509760438125e-07,0.000782784146867541,3.99756279521589,5.00922034139697
"novel_gene_NC_056021.1_888",0.823696450732439,1.43859388554935,4.92346441494647,9.55466462528582e-07,0.00128301230921416,3.13499987847333,4.90059540182179
"novel_gene_NC_056008.1_56986",-0.244614215668093,3.44653276128534,-4.86563853069694,1.15608459112671e-06,0.00146108690825631,3.54403916884247,-4.86301948910591
"Romo1",0.289821808240234,3.95509926515876,4.8375034186891,1.33234661412754e-06,0.0015903037224739,3.33974179468376,4.8348670347636
"novel_gene_NC_056024.1_4496",-0.341423643987345,4.56480951900972,-4.78022248670485,1.76065945972249e-06,0.00182944756232111,3.27093928629373,-4.77911788460001
