"","ID","BW1N","BW2H","ME1N","ME2H","BW 1N - ME 1N","BW 1N - BW 2H","BW 1N - ME 2H","ME 1N - BW 2H","ME 1N - ME 2H","BW 2H - ME 2H"
"11460","novel_gene_NC_056011.1_38709","1.208666","1.173191","1.018430","1.103930","0.10870209228192","0.753553163234771","0.305451420801658","0.10870209228192","0.411278275508197","0.36426354275685"
"11461","novel_gene_NC_056011.1_38711","1.518356","1.379594","1.194408","1.319305","0.0288023229970338","0.340035565670096","0.129254991166471","0.145792363550456","0.369181378591839","0.369181378591839"
"11462","novel_gene_NC_056011.1_38808","1.727685","1.736367","1.684697","1.614716","0.60949189490413","0.796216669944324","0.509203470321375","0.60949189490413","0.60949189490413","0.509203470321375"
"11463","novel_gene_NC_056011.1_38843","2.994439","2.956513","2.802203","2.868379","7.91968560890323e-05","0.337686217222604","0.00418953763355919","0.00044493974656565","0.0991507526735898","0.0297676500086932"
"11464","novel_gene_NC_056011.1_38845","-0.4982247","-0.3178295","-0.7739341","-0.6885980","0.136820661126373","0.314413481782149","0.245313799422255","0.0207876666746188","0.658134818555674","0.037428135413259"
"11465","novel_gene_NC_056011.1_38847","0.5713648","0.4108212","0.2914231","0.1741660","8.50405964936246e-05","0.0129748934823587","1.07455631270759e-06","0.0444895244202144","0.0444895244202144","0.000472409916498457"
"11466","novel_gene_NC_056011.1_38849","1.722651","1.569463","1.629001","1.713082","0.135823672006356","0.0157598076257492","0.859243320017754","0.24350992989207","0.135823672006356","0.0157598076257492"
"11467","novel_gene_NC_056011.1_38851","3.918704","3.669754","3.390507","3.437348","1.65025748904555e-10","7.05227112640276e-05","1.29961775712012e-09","9.71658520811709e-06","0.388874460344814","0.000111439726997391"
"11468","novel_gene_NC_056011.1_38906","2.827852","2.803988","2.892433","2.814592","0.875679611336611","0.875679611336611","0.875679611336611","0.875679611336611","0.875679611336611","0.875679611336611"
"11469","novel_gene_NC_056011.1_39070","-0.3728698","-0.3272656","-0.3257171","-0.2175108","0.877309075354311","0.877309075354311","0.630925444266032","0.977796118217559","0.630925444266032","0.630925444266032"
"11470","novel_gene_NC_056011.1_39084","2.179471","2.166262","2.302619","2.200860","0.413829393153424","0.780585090166455","0.780585090166455","0.409779036783601","0.477152204144314","0.776850505458097"
"11471","novel_gene_NC_056011.1_39098","0.5003115","0.4679350","0.7305429","0.5024974","0.270797895431235","0.928599244528916","0.953927333209517","0.270797895431235","0.270797895431235","0.928599244528916"
"11472","novel_gene_NC_056011.1_39338","0.1535743","0.4672596","0.9941637","1.2047644","0.000187763352770631","0.10453412501786","5.55026623482746e-05","0.00836823108025514","0.425709301264603","0.00158720461743012"
"11473","novel_gene_NC_056011.1_39891","4.754770","4.390571","5.256631","5.362182","0.0325822237072841","0.0875105644489624","0.0107989339699569","0.000235305668174692","0.513691461527561","9.60917866819595e-05"
"11474","novel_gene_NC_056011.1_39958","4.358181","3.947781","3.379499","3.363592","0.0439309519552739","0.233468654559251","0.0439309519552739","0.233468654559251","0.849051157487886","0.233468654559251"
"11475","novel_gene_NC_056011.1_40476","0.2135698","0.1049591","0.1900126","0.3065587","0.748954734306291","0.580799059972212","0.580799059972212","0.580799059972212","0.580799059972212","0.515900739922814"
"11476","novel_gene_NC_056011.1_40923","2.852204","2.683855","2.042944","1.781908","0.0736743672838747","0.588334037623639","0.0736743672838747","0.155574863574672","0.588334037623639","0.0736743672838747"
"11477","novel_gene_NC_056011.1_40929","1.5881731","1.6000158","0.4559278","0.5219971","4.83653762451068e-06","0.872824500533902","9.31117500324998e-06","4.83653762451068e-06","0.872824500533902","8.55461181189981e-06"
