"","ID","BW1N","BW2H","ME1N","ME2H","BW 1N - ME 1N","BW 1N - BW 2H","BW 1N - ME 2H","ME 1N - BW 2H","ME 1N - ME 2H","BW 2H - ME 2H"
"39","Abcc9","3.269557","3.140092","2.677030","1.947294","0.218970450817462","0.771794397658805","0.00455713701986296","0.276683418006741","0.0616861476992016","0.00455713701986296"
"40","Abcd1","5.035580","5.041475","5.057053","4.957484","0.96828473387732","0.96828473387732","0.96828473387732","0.968556877022196","0.96828473387732","0.96828473387732"
"41","Abcd3","5.959679","5.684164","5.945315","5.904483","0.931021296874771","0.0201149249284961","0.824301044348513","0.0201149249284961","0.824301044348513","0.0431176677385858"
"42","Abcd4","4.595812","5.359442","5.423998","5.726452","0.00215508012570623","0.00303213869811798","8.4105651330162e-05","0.739939208457668","0.167371794805773","0.108284730772986"
"43","Abce1","7.427780","6.992382","7.077898","7.023055","0.00752283129420849","0.0014648340789403","0.00431173740598172","0.510653306817342","0.649863909327521","0.649863909327521"
"44","Abcf1","6.883276","6.757597","6.975890","6.885624","0.733019932178233","0.733019932178233","0.940371445222187","0.733019932178233","0.733019932178233","0.733019932178233"
"45","Abcf3","5.730790","5.464939","5.539225","5.600839","0.0203436927551803","0.00228862279591709","0.121148535730732","0.306768198104319","0.306768198104319","0.0913600103310678"
"46","Abcg1","3.270973","2.735016","4.181637","4.353795","0.0115333482560018","0.323270817867854","0.00862103856985883","0.000956905137233469","0.757877060212892","0.000956905137233469"
"47","Abcg4","-0.04282276"," 0.87663492"," 1.47508593"," 1.71443488","0.00152225982638919","0.0403628808488803","0.000545010884123992","0.176899403705178","0.467493367156261","0.0544459661686338"
"48","Abcg5"," 0.67792245"," 1.09234764","-0.19181201","-0.03419423","0.00871305015563119","0.220592941398537","0.0261118126018553","0.000537694910902078","0.61409265350396","0.00157061624699954"
"49","Abcg8"," 1.3385234"," 1.4106305","-0.5518002"," 0.3176694","0.00923494856065013","0.992018176301751","0.171632399523144","0.00923494856065013","0.171632399523144","0.171632399523144"
"50","Abhd1","3.594496","3.436491","3.416817","3.499720","0.235657765445857","0.235657765445857","0.518094389760243","0.821513705785595","0.518094389760243","0.565738725070412"
"51","Abhd10","2.847882","2.796191","3.000583","3.062684","0.0396674702646021","0.405360809336687","0.00813726540480974","0.00813726540480974","0.405360809336687","0.00226114134905625"
"52","Abhd11","4.185284","3.949408","3.776514","3.840205","0.00471114084331296","0.072192237155989","0.021339879954859","0.193587101717447","0.452104742440274","0.452104742440274"
"53","Abhd12","5.607599","5.754209","5.671713","5.829450","0.683118139848625","0.682493049467562","0.682493049467562","0.683118139848625","0.682493049467562","0.683118139848625"
"54","Abhd13","5.460014","5.105435","5.107655","5.174273","0.0038575724973222","0.0038575724973222","0.0118988239802773","0.988538837536167","0.750742993357196","0.750742993357196"
"55","Abhd14a","3.394828","3.125656","2.947130","2.897867","0.384391327905805","0.535780954946474","0.384391327905805","0.646681476954197","0.778789719749622","0.754369455387273"
"56","Abhd14b","2.935695","2.139793","1.688112","1.626764","0.0925044160881982","0.297092387064251","0.0925044160881982","0.445036588580504","0.865443989663761","0.477053272030257"
"57","Abhd15","3.4356081","2.7699493","0.9993125","0.4557868","0.00643201661956412","0.479793018336375","0.00359549788090008","0.02439093716967","0.479793018336375","0.00643201661956412"
"58","Abhd16a","5.087015","5.058286","5.406209","5.513467","0.000991659124527527","0.852962374064172","0.000154581503793502","0.000635295289162364","0.369220550883321","0.000139408926193844"
"59","Abhd17a","6.222370","6.164830","6.196209","6.188127","0.930744571983603","0.930744571983603","0.930744571983603","0.930744571983603","0.930744571983603","0.930744571983603"
"60","Abhd17b","5.105858","4.743035","4.765231","4.691186","0.003681785716954","0.00285583729039631","0.00226523454572531","0.835450428888297","0.744304073399931","0.754058725109108"
