"","ID","BW1N","BW2H","ME1N","ME2H","BW 1N - ME 1N","BW 1N - BW 2H","BW 1N - ME 2H","ME 1N - BW 2H","ME 1N - ME 2H","BW 2H - ME 2H"
"31","Abcc10","4.962750","4.912404","4.684405","4.519476","0.0138481913875018","0.83048316559952","0.000172982134347508","0.0159927727857651","0.0586148443314282","0.000172982134347508"
"32","Abcc2","1.671602","1.667133","2.301809","2.406776","0.357393722744625","0.927008726639727","0.357393722744625","0.357393722744625","0.927008726639727","0.357393722744625"
"33","Abcc3","4.728133","4.848435","3.877833","4.024498","0.000112510111886019","0.530857328090802","0.000709168712826506","2.39279693776568e-05","0.489468141457614","0.000123880312707866"
"34","Abcc4","5.714045","5.414922","6.133400","5.944741","0.000337620478182488","0.00978476590481054","0.0325491475859241","1.39062988628977e-07","0.0574982629086466","2.86692606671477e-05"
"35","Abcc5","7.408034","7.406487","7.333884","7.430683","0.654769423152694","0.884647275980044","0.840308333213565","0.654769423152694","0.654769423152694","0.840308333213565"
"36","Abcc6","1.0635625","0.9439743","2.2800526","1.9872614","0.00038711184778062","0.532773929209912","0.00289955235708975","8.29793723876057e-05","0.427321442124731","0.000534270571297324"
"37","Abcc9","1.2487613","1.1078535","0.6970427","0.5868828","0.0193444711724428","0.596878802943058","0.0129038129298789","0.0493400073635051","0.615401206570759","0.0229865562134125"
"38","Abcd1","5.140132","5.095432","4.917198","4.981837","2.84510456527775e-05","0.280706780875366","0.00113363854093928","0.000324101365796583","0.135856172562503","0.0139544167111654"
"39","Abcd3","6.458144","6.342192","6.345429","6.345994","0.373428407884737","0.373428407884737","0.423920462762124","0.980980109889753","0.904185569791968","0.904185569791968"
"40","Abcd4","6.208606","6.087601","6.576787","6.424583","0.000244673658304721","0.154464787541647","0.0205228609488046","6.31371031585607e-06","0.0775234797912268","0.000645252482868026"
"41","Abce1","5.858178","5.931730","5.906745","5.952035","0.475381968910479","0.377251890466274","0.240306210988132","0.584099815145643","0.475381968910479","0.584099815145643"
"42","Abcf1","7.083930","7.081504","7.103958","6.994466","0.846365375398942","0.907096132004598","0.351729982173589","0.846365375398942","0.351729982173589","0.351729982173589"
"43","Abcf3","5.695214","5.656416","5.600798","5.526861","0.0479819798305733","0.313894771546962","0.00199712796362114","0.229895242949623","0.121874757120912","0.0137456288846902"
"44","Abcg1","4.790498","5.121049","5.303957","5.516503","0.00893743652612009","0.13091453656235","0.000601142317660116","0.177453581661447","0.177453581661447","0.0203659524946758"
"45","Abcg5","1.1181756","1.0584600","0.7727140","0.9684587","0.563112483506382","0.938135877578236","0.938135877578236","0.563112483506382","0.563112483506382","0.938135877578236"
"46","Abcg8","1.564067","1.549473","1.228424","1.351709","0.872074830730416","0.872074830730416","0.872074830730416","0.872074830730416","0.872074830730416","0.872074830730416"
"47","Abhd1","3.838062","3.802964","3.984375","3.750357","0.148541838202071","0.683697548062986","0.473108189252324","0.084206452831903","0.0341705182993685","0.654622914284884"
"48","Abhd10","2.368875","2.388583","2.644554","2.909186","0.000903455926331024","0.814513646722049","8.93196429812504e-08","0.00120339522444186","0.000902712954643538","8.93196429812504e-08"
"49","Abhd11","3.438142","3.465171","3.399162","3.478318","0.838180082478771","0.838180082478771","0.838180082478771","0.838180082478771","0.838180082478771","0.839437994385499"
"50","Abhd12","6.423337","6.206926","6.395996","6.335067","0.729672404703819","0.0808513290286135","0.461356599784224","0.0808513290286135","0.572663783243471","0.245068052281593"
"51","Abhd13","5.123043","5.172049","5.101802","5.118535","0.809701906937767","0.809701906937767","0.986555122518904","0.809701906937767","0.809701906937767","0.809701906937767"
"52","Abhd14a","3.662474","3.713189","2.936736","3.084231","4.23739815328811e-05","0.755000604764393","0.00041991581494098","2.19917072947013e-05","0.396790271158291","0.000173956184147264"
"53","Abhd14b","1.895326","1.657243","1.755607","1.907633","0.619459555896572","0.536099173581785","0.942774358770399","0.677365593195028","0.619459555896572","0.536099173581785"
"54","Abhd16a","5.399468","5.406068","5.576744","5.545391","0.02074308370489","0.877030538269088","0.0343837567945781","0.02074308370489","0.765830210850998","0.0353311263297186"
"55","Abhd17a","6.055264","6.262542","5.985634","5.856505","0.395492151857764","0.0128783566417454","0.0227622310579567","0.00123980195025073","0.0955345759126877","2.10151625215445e-05"
"56","Abhd17b","4.752949","4.606817","4.853133","4.992492","0.14168176631066","0.0911508356680068","0.00315485572418373","0.00315485572418373","0.0640569149442733","3.5992337501483e-05"
"57","Abhd17c","5.669782","5.642563","5.704652","5.586561","0.714539678461806","0.718276398975085","0.602044289055906","0.602044289055906","0.475104971744715","0.602044289055906"
