"","ID","BW1N","BW2H","ME1N","ME2H","BW 1N - ME 1N","BW 1N - BW 2H","BW 1N - ME 2H","ME 1N - BW 2H","ME 1N - ME 2H","BW 2H - ME 2H"
"2093","Clstn1","7.566899","7.542547","7.276388","7.295271","0.0286895256799913","0.839947570963901","0.0286895256799913","0.0286895256799913","0.839947570963901","0.036623134502236"
"2094","Clstn2","3.394178","3.272126","2.711619","2.347997","0.00621592530046854","0.765187514528477","0.00043055048504557","0.00872852088374059","0.181212708631102","0.00043055048504557"
"2095","Clstn3","-0.04087462"," 0.09336091"," 1.29268646"," 1.59303868","0.000150091603093674","0.567544227070701","3.72661222395113e-05","0.000470509389968091","0.370873185832896","6.98734528740222e-05"
"2096","Clta","6.062929","6.006636","6.252485","6.191235","0.0665401096999002","0.585851023050186","0.161267584736289","0.0421117547710092","0.585851023050186","0.0665401096999002"
"2097","Cltb","4.193546","4.224416","4.153798","4.207604","0.807826544728113","0.807826544728113","0.807826544728113","0.807826544728113","0.807826544728113","0.807826544728113"
"2098","Cltc","9.629278","9.557797","9.512312","9.426541","0.0162655270729935","0.136478942657962","0.000524204257560218","0.250745766253106","0.113439991098019","0.0162655270729935"
"2099","Clu","6.750896","6.756695","6.052530","5.983248","0.0496450301678197","0.924474321525627","0.049052316776462","0.049052316776462","0.860790592992219","0.049052316776462"
"2100","Cluap1","2.184921","2.171581","2.310301","2.253177","0.271339788257589","0.921882141038617","0.534066104808928","0.271339788257589","0.534066104808928","0.534066104808928"
"2101","Cluh","5.829219","5.816407","5.970169","5.793717","0.0537659746872558","0.856877329699478","0.856877329699478","0.0423040196376474","0.0423040196376474","0.856877329699478"
"2102","Clvs1","0.5061156","0.5635840","1.0522756","1.3473722","0.000168091609538119","0.821085157764878","3.15949181349067e-07","0.000189950968621402","0.0143445587095408","3.15949181349067e-07"
"2103","Clybl","2.438505","2.360424","2.697837","2.394969","0.0221698975494649","0.700208904298025","0.774437374918475","0.00830397182537017","0.00830397182537017","0.774437374918475"
"2104","Cmas","4.094247","4.159263","4.440022","4.487335","0.00099572266079241","0.637871355588583","0.000777911965164677","0.00224773226746569","0.637871355588583","0.00099572266079241"
"2105","Cmbl","2.031006","1.913696","2.055910","2.209580","0.863635061775094","0.782058096824788","0.734887550322991","0.781385323735468","0.734887550322991","0.734887550322991"
"2106","Cmc1","4.533222","4.531707","4.563394","4.640608","0.715093231072581","0.880680800883814","0.108970830049569","0.715093231072581","0.188173788270868","0.108970830049569"
"2107","Cmc2","2.927667","2.917653","2.848539","2.918321","0.701631588171805","0.975091227968861","0.975091227968861","0.701631588171805","0.701631588171805","0.975091227968861"
"2108","Cmc4"," 0.006204346","-0.017210650","-0.101945574","-0.121762800","0.584897809192133","0.833361054508625","0.584897809192133","0.584897809192133","0.833361054508625","0.584897809192133"
"2109","Cmklr1","7.824310","8.116580","7.390795","7.566597","0.0741356132568917","0.281708286632899","0.281708286632899","0.00676182782465332","0.338353832859787","0.0451848131373491"
"2110","Cmklr2","2.745910","3.074497","2.559294","2.437152","0.400112556575603","0.172631768384201","0.172631768384201","0.0349003421836249","0.400112556575603","0.00970622308418313"
"2111","Cmpk1","5.286742","5.349924","5.375652","5.539417","0.307049091925649","0.543115882818777","0.00396194429357052","0.608575643647392","0.0251088287360227","0.0132174251402674"
"2112","Cmpk2","7.198569","6.932462","6.287249","6.331914","1.59338284192988e-06","0.107317845541255","2.12521164160445e-06","6.60206631796668e-05","0.849394922286154","0.000117225863168366"
"2113","Cmss1","3.082055","3.199825","3.306840","3.211495","0.0117875997068001","0.154893043452722","0.154893043452722","0.154893043452722","0.171649712015293","0.849649930392937"
"2114","Cmtm3","6.173373","6.229074","6.062202","6.146586","0.392065413870643","0.651073364483595","0.711046682451849","0.206817911275192","0.475973991499375","0.482176837302571"
"2115","Cmtm4","7.996682","7.868328","8.293066","8.231770","0.000406654934950865","0.101162423604524","0.00414015840148442","5.19120788582323e-06","0.366469266590567","5.51089669363321e-05"
"2116","Cmtm6","6.585610","6.624693","6.573630","6.584575","0.985548680293903","0.985548680293903","0.985548680293903","0.985548680293903","0.985548680293903","0.985548680293903"
"2117","Cmtm7","4.146587","4.080576","3.700419","3.575028","0.239790392148571","0.791147284982134","0.175526418808319","0.283986474350495","0.611318265166217","0.175526418808319"
"2118","Cmtm8","3.100525","3.071653","3.742141","3.576610","0.000854461271583135","0.92758442865251","0.00580048151267809","0.000854461271583135","0.434839487135179","0.00504290139985472"
"2119","Cmtr1","5.915532","5.850386","5.966829","5.878863","0.422765937638364","0.422765937638364","0.66709284092701","0.150047870844873","0.311339791876239","0.598612557394348"
"2120","Cmtr2","2.590901","2.696126","2.626096","2.761633","0.629559878541167","0.358229963200652","0.142632301828841","0.426777134535677","0.168687742174056","0.426777134535677"
"2121","Cnbd2","-0.3281969"," 0.1816251"," 0.4302547"," 0.3793028","1.38622792393032e-05","0.00120131052129964","2.76670036678415e-05","0.109211294544901","0.723943960553142","0.178528977195618"
"2122","Cndp1","4.833392","4.470621","5.519896","5.485021","0.000202389808901552","0.049458541272383","0.000296485939052991","7.34307568239746e-07","0.884725801303925","9.6145272493221e-07"
"2123","Cndp2","6.285384","6.215094","6.151466","6.425265","0.177061910729276","0.438355477670202","0.177061910729276","0.438355477670202","0.0111044892102226","0.0543524194232921"
"2124","Cnep1r1","4.129539","4.269836","4.250964","4.351467","0.051239289691073","0.051239289691073","0.00161789733470977","0.945924643753187","0.098975871627936","0.102382422839631"
"2125","Cnga2","2.185117","2.192311","2.417807","2.238974","0.941697952226281","0.941697952226281","0.941697952226281","0.941697952226281","0.941697952226281","0.941697952226281"
"2126","Cngb1","1.245955","0.840954","1.428176","1.498298","0.571047962967008","0.409187385818505","0.571047962967008","0.130912461280755","0.944308086284918","0.130912461280755"
"2127","Cnih1","5.766456","5.867855","5.396244","5.497364","1.68630479090667e-08","0.0566700921997652","6.31133954670664e-06","7.60938603783458e-11","0.0323698737277133","1.92755375846285e-08"
"2128","Cnih2","1.488069","1.468553","2.195898","2.143015","0.000652267102825676","0.986616458100001","0.000674771568737386","0.000652267102825676","0.986616458100001","0.000652267102825676"
"2129","Cnih4","3.618147","3.656784","3.790013","3.823944","0.00385786146553354","0.504787546870139","0.00190671113940648","0.013438507290847","0.504787546870139","0.00385786146553354"
"2130","Cnksr1","4.557822","4.460571","4.848559","4.968781","0.0177781688755871","0.435876513154575","0.00233630295398746","0.00253555942383646","0.30350895732132","0.000403628262005287"
"2131","Cnksr3","5.499760","5.658901","5.293251","5.340490","0.0133212552854646","0.0434020018377029","0.0434020018377029","7.40702822958434e-05","0.501924315824087","0.000363101627841385"
"2132","Cnn1","0.1258301","0.1373649","0.6442126","0.5821830","0.117083975735847","0.989648703912972","0.117083975735847","0.117083975735847","0.989648703912972","0.117083975735847"
"2133","Cnn2","8.504478","8.602038","8.432873","8.436640","0.332103658978323","0.229887818712757","0.333625467232373","0.0282387539561072","0.89734028487012","0.0282387539561072"
"2134","Cnn3","7.353187","7.070570","7.625736","7.652518","0.00347661312900448","0.00347661312900448","0.00264183238792135","5.0290578591548e-07","0.705739278725902","5.0290578591548e-07"
"2135","Cnnm2","4.708385","4.676637","4.304625","4.189502","0.000150275889076219","0.78103693847531","1.94748267499117e-05","0.000195580508843497","0.296173966119727","1.94748267499117e-05"
"2136","Cnnm3","6.085929","6.099479","5.677193","5.738159","0.000328019626152124","0.902686741752906","0.00142097055087706","0.000326545355777203","0.575911667785631","0.00106379971059702"
"2137","Cnnm4","3.696784","3.798892","3.702480","3.799883","0.876325829820021","0.464188071439079","0.464188071439079","0.464188071439079","0.464188071439079","0.876325829820021"
"2138","Cnot1","7.327315","7.313869","7.254122","7.105608","0.193900147750424","0.829493761815226","0.000339891931635349","0.22319072257831","0.00646339209133976","0.000339891931635349"
"2139","Cnot10","5.280916","5.243064","5.255596","5.205757","0.546723681569144","0.457341152387738","0.227349081278399","0.75189876937184","0.447782718931986","0.457341152387738"
"2140","Cnot11","3.810333","3.843431","3.940989","4.039770","0.0439661050600762","0.577955303676139","0.000925801887485377","0.0858569632976179","0.0726639587459918","0.00178347214802476"
"2141","Cnot2","5.843604","5.797724","5.800059","5.765413","0.33888898518833","0.33888898518833","0.167917266521257","0.885974862543277","0.50843178465761","0.516902398659979"
"2142","Cnot3","5.627680","5.690607","5.675513","5.565046","0.256327999654785","0.173344861973716","0.173344861973716","0.689315824084935","0.0122583082989175","0.0114959627207252"
"2143","Cnot4","4.585446","4.507394","4.386715","4.364363","8.02090943572511e-08","0.0100957326454943","7.4734377818026e-08","0.000131090442783655","0.403204600164958","2.8788444378709e-05"
"2144","Cnot6","6.547767","6.548679","6.622722","6.724722","0.173988294884049","0.984212537003092","0.00411385190761665","0.173988294884049","0.0775621200124774","0.00411385190761665"
"2145","Cnot6l","5.740656","5.720673","5.985956","6.124737","2.89542085542701e-06","0.642950711886316","4.90913388495445e-09","9.13407032268353e-07","0.00237060300154416","2.55636586348613e-09"
"2146","Cnot7","4.110938","4.080134","4.403063","4.539386","1.43435428556464e-07","0.478677595449858","4.82769257155774e-10","1.9867456240981e-08","0.002875555332128","1.24272856083814e-10"
"2147","Cnot8","5.300406","5.258873","5.337529","5.248074","0.489755291066855","0.406655740976715","0.406655740976715","0.151408313583774","0.151408313583774","0.973436429706756"
"2148","Cnot9","5.371140","5.413139","5.399765","5.428738","0.614980449296157","0.614980449296157","0.612247387152594","0.700920852163719","0.614980449296157","0.700920852163719"
"2149","Cnppd1","6.733124","6.731912","6.797522","6.787292","0.477928091113147","0.967571408315635","0.477928091113147","0.477928091113147","0.967571408315635","0.477928091113147"
"2150","Cnpy2","5.862938","5.964524","5.976482","5.983315","0.461654381450343","0.517610089732928","0.461654381450343","0.938250984324324","0.97079774421775","0.938250984324324"
"2151","Cnpy3","6.181666","6.326375","6.003279","6.052767","0.00855767160491235","0.0382077968570778","0.0382077968570778","2.71220798062907e-05","0.419228707133089","0.000198590511607546"
"2152","Cnpy4","3.088257","3.172666","3.368679","3.424142","0.000105163470332525","0.261042225501071","2.56960458443597e-05","0.00172911984849387","0.356631419890459","0.000235763052331145"
"2153","Cnr2","1.827407","1.479251","1.729627","1.880482","0.624576287695712","0.213968213087593","0.801288127211553","0.406713773045044","0.533887499258217","0.213968213087593"
"2154","Cnrip1","2.036265","1.753070","1.940218","1.769115","0.563455579980847","0.245246612579183","0.245246612579183","0.366195559073505","0.400619642237767","0.809430731334193"
"2155","Cnst","4.277492","4.193764","4.401738","4.411743","0.201640155714193","0.372630181613086","0.201640155714193","0.0381039030506078","0.896605265296717","0.0381039030506078"
"2156","Cntd1","0.5116334","0.6049991","0.4477708","0.3327974","0.748325640703902","0.748325640703902","0.748325640703902","0.748325640703902","0.748325640703902","0.748325640703902"
"2157","Cntf","1.311441","1.293221","1.993511","1.881434","2.55113648229983e-11","0.780960175631423","4.02976377684894e-09","1.71287097489578e-11","0.100254083959315","2.13280160917955e-09"
"2158","Cntfr","1.5577810","1.2577064","1.9266351","0.7596185","0.521124659415292","0.816217478099922","0.521124659415292","0.521124659415292","0.334672193004864","0.521124659415292"
"2159","Cntln","1.1683112","0.9810112","1.1538341","1.1886400","0.990970607869913","0.72269624726795","0.990970607869913","0.72269624726795","0.990970607869913","0.72269624726795"
